snapshot,issue_idx,issue_id,reward_practice,created_at,closed_at,labels
2025-08-01 00:00:00+00:00,4,6287,0.5,2025-07-22 12:53:23+00:00,2025-08-06 00:33:58+00:00,bug;response-requested;closed-for-staleness;migration-tool
2025-08-01 00:00:00+00:00,3,6288,0.25,2025-07-22 13:20:13+00:00,2025-08-08 21:06:24+00:00,bug;closed-for-staleness;p2
2025-08-01 00:00:00+00:00,0,6307,-0.01,2025-07-30 17:40:04+00:00,,bug;p2
2025-08-01 00:00:00+00:00,1,6302,-0.01,2025-07-28 20:16:12+00:00,,feature-request
2025-08-01 00:00:00+00:00,2,6297,-0.01,2025-07-24 19:02:32+00:00,2025-12-14 00:35:48+00:00,bug;closed-for-staleness;p2
2025-09-01 00:00:00+00:00,3,6381,0.5,2025-08-27 22:50:54+00:00,2025-09-03 20:57:41+00:00,bug;response-requested;dynamodb-enhanced
2025-09-01 00:00:00+00:00,1,6386,0.3333333333333333,2025-08-29 13:10:30+00:00,2025-09-03 21:05:34+00:00,bug;closed-for-staleness;p2
2025-09-01 00:00:00+00:00,0,6387,-0.01,2025-08-29 18:34:49+00:00,2025-11-11 17:34:23+00:00,bug;p2
2025-09-01 00:00:00+00:00,2,6382,-0.01,2025-08-28 12:07:39+00:00,,bug;service:ec2;p2
2025-09-01 00:00:00+00:00,4,6374,-0.01,2025-08-27 00:22:05+00:00,2025-10-13 17:17:56+00:00,bug;p2
2025-10-01 00:00:00+00:00,53,5933,1.0,2025-03-05 23:27:34+00:00,2025-10-06 21:06:03+00:00,bug;response-requested;closed-for-staleness;p2;potential-regression
2025-10-01 00:00:00+00:00,3,6429,0.3333333333333333,2025-09-17 20:44:30+00:00,2025-10-14 21:29:18+00:00,bug;closing-soon;service-api
2025-10-01 00:00:00+00:00,0,6448,-0.01,2025-09-26 09:37:38+00:00,2025-11-18 00:30:26+00:00,bug;response-requested;closed-for-staleness;p2
2025-10-01 00:00:00+00:00,1,6440,-0.01,2025-09-22 15:53:28+00:00,,feature-request;service-api;service:eks
2025-10-01 00:00:00+00:00,2,6435,-0.01,2025-09-20 05:01:02+00:00,,bug;dynamodb-enhanced;needs-review;p1
2025-11-01 00:00:00+00:00,3,6526,1.0,2025-10-27 21:37:18+00:00,2025-11-03 22:53:24+00:00,response-requested;closing-soon;feature-request;dynamodb-enhanced
2025-11-01 00:00:00+00:00,2,6529,0.3333333333333333,2025-10-29 06:15:43+00:00,2025-11-07 22:21:01+00:00,bug;p2
2025-11-01 00:00:00+00:00,72,5810,0.25,2025-01-17 20:30:52+00:00,2025-11-10 19:59:04+00:00,bug;p2
2025-11-01 00:00:00+00:00,0,6537,-0.01,2025-10-31 21:53:18+00:00,,feature-request;p2
2025-11-01 00:00:00+00:00,1,6536,-0.01,2025-10-31 05:09:26+00:00,,feature-request;needs-triage
2025-12-01 00:00:00+00:00,2,6582,0.1111111111111111,2025-11-24 13:01:20+00:00,2025-12-24 19:29:44+00:00,bug;graalvm
2025-12-01 00:00:00+00:00,76,5864,-0.01,2025-02-05 14:39:24+00:00,,bug;p2
2025-12-01 00:00:00+00:00,0,6595,-0.01,2025-11-27 20:00:17+00:00,,feature-request;needs-triage
2025-12-01 00:00:00+00:00,1,6590,-0.01,2025-11-26 16:29:45+00:00,,bug;p2
2025-12-01 00:00:00+00:00,3,6581,-0.01,2025-11-24 12:47:25+00:00,,bug;response-requested;p2
